--SOURCE: CSMN666LABS SPRING 2005
--ZIPCODE,CITY,STATE
10000-0049MADEUP         QQ
10980-9529SAN DIEGO      CA
10980-9530SAN DIEGO      CA
10970-3412DALLAS         TX
10980-9531SACRAMENTO     CA
10980-9532BOSTON         MA
10980-9533BOSTON         MA
10980-9534INDIANAPOLIS   IN
10980-9535NEW YORK       NY
10980-9536BALTIMORE      MD
10980-9537TUCSON         AZ
10980-9538TUCSON         AZ
10980-9539TUCSON         AZ
10980-9540TUCSON         AZ
10980-9541MACON          GA
10980-9542CINCINNATI     OH
10980-9543PHOENIX        AZ
10980-9544CINCINNATI     OH
10980-9545PITTSFIELD     MA
10980-9546DANBURY        CT
10980-9547DANBURY        CT
10980-9548DANBURY        CT
11000-2572NEW ORLEANS    LA
10980-9549BRONX          NY
10980-9550BRONX          NY
10980-9551BROOKLYN       NY
10980-9552NEW YORK       NY
10980-9553NEW YORK       NY
10970-3413BERWYN         IL
10980-0065BERWYN         IL
10980-9554PHILADELPHIA   PA
10980-9555CHICAGO        IL
10980-9556HASLETT        MI
10980-9557CLEVELAND      OH
10980-9558CINCINNATI     OH
10980-9559HARRISBURG     PA
10980-9560NASHVILLE      TN
10980-9561ANN ARBOR      MI
10980-9562DENVER         CO
10980-9563BOSTON         MA
10980-9564SAN FRANCISCO  CA
10980-9565CHICAGO        IL
10960-8717BOSTON         MA
10980-9566NEW YORK       NY
10980-9567BAKERSFIELD    CA
10980-9568SPRINGFIELD    MA
11000-2573DEARBORN       MI
10980-0066FRESNO         CA
11000-2574BRIDGEPORT     CT
11000-4588WASHINGTON     DC
10980-9569BRONX          NY
10980-9570SPRINGFIELD    IL
10980-9571STONY BROOK    NY
11000-2575LOS ANGELES    CA
10980-9572WCIH LONDON    FR
10980-9573LOUISVILLE     KY
10980-9574ATLANTA        GA
10980-9575ATLANTA        GA
10980-9576ATLANTA        GA
10980-9577ST. LOUIS      MO
10980-9578CINCINNATI     OH
11000-4589BETHESDA       MD
10980-0067BETHESDA       MD
10980-9579BETHESDA       MD
10980-9580GAINESVILLE    FL
10980-9581CINCINNATI     OH
10970-3414BOSTON         MA
10980-9582BERWYN         IL
11000-2576ST. JOHN'S     NF
10980-0068COLUMBIA       SC
10980-9583BROOKLYN       NY
10980-9584NEW ORLEANS    LA
10980-9585NEW ORLEANS    LA
10980-9586NEW ORLEANS    LA
10980-9587NEW ORLEANS    LA
10980-9588NEW ORLEANS    LA
10980-9589PROVIDENCE     RI
10980-9590ALBANY         NY
10980-9591ALBANY         NY
10980-9592BALTIMORE      MD
10980-9593ALLENTOWN      PA
10980-9594BOISE          ID
10980-9595BOISE          ID
10980-9596COLUMBUS       OH
10980-9597COLUMBUS       OH
10980-9598COLUMBUS       OH
10980-9599COLUMBUS       OH
10970-3415WASHINGTON     DC
10980-9600PATERSON       NJ
10980-9601PATERSON       NJ
10980-9602PATERSON       NJ
10970-3416ZIONSVILLE     IN
10980-9603CHARLESTON     SC
10980-9604CHARLESTON     SC
10960-8718WASHINGTON     DC
11000-0244KINGSTON       ON
10980-9605SEATTLE        WA
10980-9606PLEASANT HILL  CA
10970-3417MINNEAPOLIS    MN
10980-9607TORONTO        ON
10980-0069MEXICO         FR
10970-3418SOMERVILLE     MA
11000-0245YOUNGSTOWN     OH
10980-9608TUCSON         AZ
10980-9609LONG BEACH     CA
10980-9610TUCSON         AZ
10980-9611TUCSON         AZ
10980-9612NEW ORLEANS    LA
10980-9613BOSTON         MA
11000-4590BOSTON         MA
10980-9614BOSTON         MA
10970-3419SAN DIEGO      CA
10980-9615CHARLESTON     SC
10980-0070LEXINGTON      KY
10970-3420SANTA CLARA    CA
10980-9616ST. LOUIS      MO
10980-9617NORFOLK        VA
10980-9618NEW YORK       NY
10980-9619PHILADELPHIA   PA
10980-9620GALVESTON      TX
10980-9621RICHMOND       VA
10970-3421LANSING        MI
10970-3422ORANGE         CA
10980-9622MINNEAPOLIS    MN
10980-9623PARK RIDGE     IL
10980-9624EAST SETAUKET  NY
10980-9625FLUSHING       NY
10980-9626BRONX          NY
10980-9627SHREVEPORT     LA
10980-9628WASHINGTON     DC
10980-9629JACKSON        MS
10980-9630JACKSON        MS
10980-9631DENVER         CO
10980-0071PHILADELPHIA   PA
10980-0072NEW YORK       NY
10980-9632NEW HYDE PARK  NY
10980-9633NEW HYDE PARK  NY
10980-9634PITTSBURGH     PA
10980-9635PITTSBURGH     PA
10980-9636LONG BEACH     CA
10980-9637SAN FRANCISCO  CA
10980-9638SAN FRANCISCO  CA
10980-9639SAN FRANCISCO  CA
10980-9640SAN FRANCISCO  CA
10980-9641SAN FRANCISCO  CA
10980-9642NEW YORK       NY
10980-9643NEW YORK       NY
10980-9644HAMPTON        VA
10980-0073DURHAM         NC
10980-9645HAMPTON        VA
11000-4591HAMPTON        VA
10980-9646PATERSON       NJ
10980-9647CHARLOTTESVILLEVA
10970-3423GALVESTON      TX
10970-3424WICHITA        KS
10980-9648NEW YORK CITY  NY
10980-0074KAMAKURA-SHI   FR
10970-3425CHARLOTTE      NC
10970-3426CHARLOTTE      NC
11000-0246CHARLOTTE      NC
11000-0247CHARLOTTE      NC
10980-0075NEW YORK       NY
10980-9649NEW YORK       NY
10980-9650NORTHPORT      NY
10980-9651MORGANTOWN     WV
10970-3427ANN ARBOR      MI
10980-0076CLEVELAND      OH
10980-9652CLEVELAND      OH
10980-9653IOWA CITY      IA
10980-9654IOWA CITY      IA
10980-9655IOWA CITY      IA
10980-9656WHITE RIVER JUNVT
10980-9657WHITE RIVER JUNVT
10980-9658WHITE RIVER JUNVT
10980-9659WHITE RIVER JUNVT
10980-0077WHITE RIVER JUNVT
10980-9660PROVIDENCE     RI
10980-9661PROVIDENCE     RI
10980-9662PROVIDENCE     RI
10980-9663PROVIDENCE     RI
10980-9664PROVIDENCE     RI
10980-9665SAVANNAH       GA
10980-9666MACON          GA
10980-9667PHILADELPHIA   PA
10970-3428LOGAN          UT
10980-0078FLINT          MI
10980-9668PONCE          PR
10980-9669SHREVEPORT     LA
10970-3429MILES CITY     MT
10970-3430MILWAUKEE      WI
10980-9670ATLANTA        GA
10980-9671FALLS CHURCH   VA
11000-4592WASHINGTON     DC
10980-0079BALTIMORE      MD
10980-9672BALTIMORE      MD
10980-0080SALT LAKE CITY UT
10980-9673PHOENIX        AZ
11000-0248LA JOLLA       CA
10980-9674PHOENIX        AZ
10970-3431ATLANTA        GA
10980-9675JACKSON        MS
11000-0249STANFORD       CA
10970-3432DALY CITY      CA
10980-9676COLUMBUS       OH
10970-3433COLUMBUS       OH
10980-9677COLUMBUS       OH
10980-0082SAN FRANCISCO  CA
10980-9678SYLMAR         CA
10980-9679HOUSTON        TX
10970-3434FRESNO         CA
10980-0084AL KHOBAR      FR
10980-9680CHICAGO        IL
10980-9681HOMS           FR
10980-9682HANOVER        NH
11000-2577MONTREAL       PQ
11000-0250CHICAGO        IL
11000-0251MAYWOOD        IL
11000-0252SPRINGFIELD    IL
10970-3435COOKEVILLE     TN
10970-3436LACKLAND AFB   TX
10980-9683KANSAS CITY    MO
10980-9684STAMFORD       CT
10980-9685PARK RIDGE     IL
10960-8719NEW ORLEANS    LA
10980-9686MINNEAPOLIS    MN
10980-9687HERMOSA        SD
10980-9688LEXINGTON      KY
10960-8720TRAVIS AFB     CA
11000-2578BALTIMORE      MD
10960-8721FORT SAN HOUSTOTX
10980-9689TEMPLE         TX
10980-9690COLUMBIA       MO
10980-9691GRAND RAPIDS   MI
11000-4593PITTSBURGH     PA
11000-2579MANHASSET      NY
10980-9692CHICAGO        IL
10980-9693HOUSTON        TX
10970-3437BIRMINGHAM     AL
10960-8722ALBUQUERQUE    NM
11000-0253STONY BROOK    NY
11000-0255STONY BROOK    NY
10980-0085PITTSBURGH     PA
10980-9694STANFORD       CA
11000-2580STANFORD       CA
10980-9695STANFORD       CA
10980-9696SAN JOSE       CA
10980-9697ALBUQUERQUE    NM
10980-9698BROOKLYN       NY
10980-9699BROOKLYN       NY
10980-9700BROOKLYN       NY
10980-9701BROOKLYN       NY
11000-0256SAN JUAN       PR
11000-0257BAYAMON        PR
10980-9702BURLINGTON     VT
10980-9703BURLINGTON     VT
11000-0258BAYAMON        PR
10980-9704BURLINGTON     VT
11000-0259COLUMBIA       SC
10980-9705LEBANON        PA
10980-0086NEWARK         NJ
10970-3438NASHVILLE      TN
11000-0260COLLEGE STATIONTX
10980-9706PORTLAND       OR
11000-1474HUNTINGTON     WV
10960-8723MORGANTOWN     WV
10970-3439HARRISBURG     PA
10980-9707LEXINGTON      KY
10960-8724INDIANAPOLIS   IN
10980-9708LOS ANGELES    CA
10980-9709DETROIT        MI
11000-0261ABINGTON       PA
10980-9710BUFFALO        NY
10980-9711FARMINGTON     CT
10970-3440TACOMA         AK
10970-3441NEWPORT NEWS   VA
10980-9712LOS ANGELES    CA
10980-9713STANFORD       CA
10980-9714INDIANAPOLIS   IN
10980-9715COLUMBIA       SC
10980-9716MINNEAPOLIS    MN
10980-9717MINNEAPOLIS    MN
10980-9718MINNEAPOLIS    MN
10980-9719SAN ANTONIO    TX
10980-9720MAYWOOD        IL
10980-9721HUNTINGTON     WV
10980-0087GRAND RAPIDS   MI
10980-9722CAMDEN         NJ
10960-8725OAKLAND        CA
11000-4594DALLAS         TX
10980-9723ATLANTA        GA
11000-2581COLUMBIA       SC
11000-2582NEWTON         PA
10960-8726CHICAGO        IL
10970-3442WAKEFIELD      MA
10980-9724LOMA LINDA     CA
10980-9725HERSHEY        PA
10980-9726MIAMI BEACH    FL
10980-9727LOS ANGELES    CA
10980-9728BIRMINGHAM     AL
10980-9729TERRANCE       CA
10980-9730YOUNGSTOWN     OH
10980-0088STANFORD       CA
10980-9731SACRAMENTO     CA
10980-9732PHOENIX        AZ
10980-9733PORTLAND       ME
10980-9734ROCHESTER      NY
11000-0262EL PASO        TX
10980-9735WICHITA        KS
10980-9736EL PASO        TX
11000-0263KANSAS CITY    MO
10980-9737FLINT          MI
10980-9738FLINT          MI
10980-0089FLINT          MI
10980-9739FLINT          MI
10980-9740FLINT          MI
10970-3443GLENDALE       CA
10960-8727TRIPLER AMC    HI
10980-9741NEWARK         NJ
10980-9742JOHNSON CITY   TN
10980-9743JOHNSON CITY   TN
10980-9744ALLENTOWN      PA
10980-0090LOS ANGELES    CA
10980-9745CHICAGO        IL
10980-0091CHICAGO        IL
10980-9746COLUMBUS       OH
10980-9747DALLAS         TX
10980-9748ST. PAUL       MN
10980-9749PHILADELPHIA   PA
10980-9750INDIANAPOLIS   IN
10970-3444BUFFALO        NY
10970-3445SAN FRANCISCO  CA
10960-8728ROCKVILLE      MD
10980-9751HUNTINGTON     WV
10980-9752CHICAGO        IL
10980-9753NEW ORLEANS    LA
10980-9754ROCHESTER      NY
10980-9755PHILADELPHIA   PA
10980-0092BOSTON         MA
10980-9756BOSTON         MA
10970-3446ROCHESTER      NY
10980-9757WASHINGTON     DC
10980-9758KANSAS CITY    MO
10970-3447NEWARK         NJ
10980-9759ANN ARBOR      MI
10980-9760BERWYN         IL
10980-9761ST. LOUIS      MO
10970-3448WASHINGTON     DC
10960-8729STATEN ISLAND  NY
10980-9762SEATTLE        WA
10980-9763CLEVELAND      OH
10980-9764PARK RIDGE     IL
10980-9765ALBUQUERQUE    NM
10960-8730SEATTLE        WA
10970-3449ASHEVILLE      NC
10980-0093EAST LANSING   MI
10980-9766COLUMBIA       SC
10980-0094WATERBURY      CT
11000-1475VANCOUVER      BC
10980-9767WASHINGTON     DC
10980-9768OMAHA          NE
10980-9769IOWA CITY      IA
10960-8731TUCSON         AZ
10980-9770GAINESVILLE    FL
10980-9771GREENVILLE     NC
10980-9772GREENVILLE     NC
10960-8732VESTAL         NY
10980-9773NEW YOR        NY
10970-3450BOSTON         MA
10970-3451MCLEAN         VA
10980-9774WASHINGTON     DC
10980-9775BALTIMORE      MD
10970-3452BALA CYNWYD    PA
10970-3453CHAPEL HILL    NC
10970-3454BALTIMORE      MD
10970-3455PHOENIX        AZ
10980-9776CHICAGO        IL
10980-9777SOUTHLAKE      TX
10980-9778GRAND FORKS    ND
10980-9779GRAND FORKS    ND
10970-3456COLUMBIA       MO
10970-3457COLUMBIA       MO
10970-3458COLUMBIA       MO
10980-9780AMESBURY       MA
10980-9781MADISON        WI
10980-0095FT. WORTH      TX
10980-9782COLUMBIA       SC
10980-9783COLUMBUS       OH
10980-9784HERMITAGE      TN
10980-9785CLEVELAND HEIGHOH
10980-9786MIAMI          FL
11000-0264SAN FRANCISCO  CA
10960-8733CHICAGO        IL
10980-9787ALBANY         NY
10980-9788ROCKVILLE      MD
10980-0096WASHINGTON     DC
10980-9789BALTIMORE      MD
10970-3459CHARLESTON     WV
11000-0265NEW YORK       NY
10980-9790SANTA BARBARA  CA
10980-9791LAGUNA NIGUEL  CA
10980-9792LA JOLLA       CA
10980-9793ALBUQUERQUE    NM
10980-9794HONOLULU       HI
10980-0097ROCHESTER      MN
10980-9795RENO           NV
10980-9796LITTLE CANADA  MN
10980-9797SALT LAKE CITY UT
10980-9798SEATTLE        WA
10980-9799VANCOUVER      WA
10980-9800ANCHORAGE      AS
10980-9801IOWA CITY      IA
10980-9802KANSAS CITY    KS
10980-9803LITTLE ROCK    AR
10980-9804NEW YORK       NY
10980-9805NEW YORK       NY
10970-3460BOSTON         MA
10960-8734MEMPHIS        TN
10980-9806BALTIMORE      MD
10980-9807OKLAHOMA CITY  OK
10980-9808CLEVELAND      OH
10980-9809BIRMINGHAM     AL
10980-9810KINGSTON       ON
10970-3461DENVER         CO
10980-9811BOSTON         MA
10980-9812STANFORD       CA
10980-9813NEW HAVEN      CT
10960-8735JESEY          NJ
10980-9814RUTLAND        VT
10980-9815ALBANY         NY
10980-9816LITTLE ROCK    AR
10980-9817HOUSTON        TX
10980-9819SAN FRANCISCO  CA
10980-9820DENVER         CO
10980-9821NEW YORK       NY
10980-9822VALHALLA       NY
10980-9823PHILADELPHIA   PA
10980-9824INDIANAPOLIS   IN
10980-9825IOWA CITY      IA
10980-9826PHILADELPHIA   PA
10980-9827BALTIMORE      MD
10980-9828KANSAS CITY    KS
10980-9829BROOKLYN       NY
10980-9830NEW ORLEANS    LA
10980-9831LOUISVILLE     KY
10970-3462PENSACOLA      FL
10980-9832ALBANY         NY
11000-1476KEESLER AFB    MS
10970-3463OMAHA          NE
10980-9833VALHALLA       NY
10980-9834NEW YORK       NY
10980-9835COLUMBUS       OH
10980-9836PHILADELPHIA   PA
10980-9837CHARLESTON     SC
10980-9838SIOUX FALLS    SD
10980-9839LOS ANGELES    CA
10980-9840NEWARK         NJ
10980-9841PHILADELPHIA   PA
10980-9842BALTIMORE      MD
10980-9843NEW ORLEANS    LA
10980-9844SALT LAKE CITY UT
10980-9845NASHVILLE      TN
10980-9846PISCATAWAY     NJ
10980-9847DENVER         CO
10980-9848SEATTLE        WA
10980-9849ST. LOUIS      MO
11000-4595JACKSON        MS
11000-4596JACKSON        MS
10980-9850FARMINGTON     CT
10980-9851NEW HAVEN      CT
11000-4597JACKSON        MS
10980-9852LA JOLLA       CA
11000-4598JACKSON        MS
10980-9853WORCESTER      MA
10980-9854EAST LANSING   MI
10980-9855HONOLULU       HI
10980-9856TOLEDO         OH
10980-9857SHREVEPORT     LA
11000-4599JACKSON        MS
10980-9858SPRINGFIELD    IL
10980-9859GREENVILLE     NC
10980-9860LUBBOCK        TX
10980-9861LUBBOCK        TX
10980-9862NORFOLK        VA
10980-9863COLUMBIA       SC
10980-9864JOHNSON CITY   TN
10980-9865HUNTINGTON     WV
10960-8736SAN FRANCISCO  CA
10970-3464TUBA CITY      AZ
10970-3465LOS ANGELES    CA
10970-3466LOS ANGELES    CA
11000-4600JACKSON        MS
11000-4601JACKSON        MS
11000-4602JACKSON        MS
10980-9866ROYAL OAK      MI
10980-9867GREENVILLE     NC
10970-3467LOS ANGELES    CA
10970-3468HONOLULU       HI
10970-3469CARBONDALE     IL
10960-8737STRATFORD      NJ
10970-3470CHAPEL HILL    NC
10960-8738COLUMBUS       OH
10970-3471OKLAHOMA CITY  OK
11000-1477GALVESTON      TX
10970-3472BETHLEHEM      PA
11000-0266SAN FRANCISCO  CA
11000-1478BOSTON         MA
10980-9868TAMPA          FL
10980-9869GREENVILLE     NC
10980-9870WINSTON-SALEM  NC
10980-9871CHAPEL HILL    NC
10980-9872DURHAM         NC
10980-9873TULSA          OK
11000-1479ORANGE         CA
10980-9874MAYWOOD        IL
10980-0098DELAND         FL
10980-9875OKLAHOMA CITY  OK
10980-9876PHILADELPHIA   PA
10980-9877PHILADELPHIA   PA
10980-9878PONCE          PR
10980-9879NASHVILLE      TN
10980-9880JOHNSON CITY   TN
10980-9881SEATTLE        WA
10980-9882WASHINGTON     DC
10980-9883SANTA MONICA   CA
10980-9884MACON          GA
10980-9885FREEPORT       NY
10980-9886CHICAGO        IL
10980-9887INDIANAPOLIS   IN
10980-9888TROY           MI
10980-9889EAST LANSING   MI
10980-9890ANN ARBOR      MI
10980-9891DULUTH         MN
10980-9892ST. LOUIS      MO
10980-9893ALBUQUERQUE    NM
10980-0099NEW YORK       NY
10980-9894SYRACUSE       NY
10980-0100TUCSON         AZ
10980-9895PHOENIX        AZ
10980-9896BIRMINGHAM     AL
10970-3473DENVER         CO
10980-9897HARTFORD       CT
10980-9898NEW HAVEN      CT
10980-9899BRIDGEPORT     CT
10980-9900DANBURY        CT
10980-9901STAMFORD       CT
10980-9902LOS ANGELES    CA
10980-0101LOS ANGELES    CA
10980-9903LOS ANGELES    CA
10980-9904GLENDALE       CA
10970-3474SAN DIEGO      CA
10980-0102BAKERSFIELD    CA
10970-3475SAN FRANCISCO  CA
10970-3476SAN FRANCISCO  CA
10970-3477TRAVIS AFB     CA
10970-3478OAKLAND        CA
10970-3479SANTA CLARA    CA
11000-4603NEWARK         DE
10970-3480WASHINGTON     DC
10980-9905JACKSONVILLE   FL
10970-3481PENSACOLA      FL
10980-9906ATLANTA        GA
10970-3482HONOLULU       HI
10970-3483TRIPLER AMC    HI
10980-9907CHICAGO        IL
10980-9908MAYWOOD        IL
10980-9909CHICAGO        IL
10980-9910CHICAGO        IL
11000-4604CHICAGO        IL
11000-4605CHICAGO        IL
10970-3484INDIANAPOLIS   IN
10980-9911INDIANAPOLIS   IN
10980-9912INDIANAPOLIS   IN
10980-9913IOWA CITY      IA
10970-3485LOUISVILLE     KY
10980-9914LEXINGTON      KY
10980-9915NEW ORLEANS    LA
11000-4606NEW ORLEANS    LA
10980-9916WORCESTER      MA
10980-9917BOSTON         MA
10980-9918PORTLAND       ME
10970-3486BETHESDA       MD
10970-3487BALTIMORE      MD
10980-9919BALTIMORE      MD
11000-4607BALTIMORE      MD
10980-9920BALTIMORE      MD
11000-4608ROYAL OAK      MI
10980-9921NEW YORK       NY
11000-4609ANN ARBOR      MI
10980-9922ALBANY         NY
10980-9923DETROIT        MI
10980-9924DETROIT        MI
10980-9925LOS ANGELES    CA
10980-9926DETROIT        MI
10970-3488SAGINAW        MI
10980-9927GRAND RAPIDS   MI
10980-0103GRAND RAPIDS   MI
10980-9928ST. PAUL       MN
10980-9929ROCHESTER      MN
10970-3489KEESLER AFB    MS
10980-9930CHAPEL HILL    NC
10980-9931ST. LOUIS      MO
10980-9932KANSAS CITY    MO
10980-9933COLUMBIA       MO
10980-9934COLUMBUS       OH
10980-9935TOLEDO         OH
10980-9936TULSA          OK
10980-9937CLEVELAND      OH
10970-3490WASHINGTON     DC
10980-9939HERSHEY        PA
11000-4610CINCINNATI     OH
10980-9940HERSHEY        PA
10980-9941DAYTON         OH
11000-4611OKLAHOMA CITY  OK
10970-3491TULSA          OK
10980-9942OMAHA          NE
10970-3492GREENVILLE     NC
10970-3493ASHEVILLE      NC
10980-9943NEW YORK       NY
10980-9944BRONX          NY
10980-9945NEW YORK       NY
10970-3494VALHALLA       NY
10980-9946BROOKLYN       NY
10980-9947STONY BROOK    NY
10980-9948ALBANY         NY
11000-4612BUFFALO        NY
10970-3495BUFFALO        NY
10980-9949ROCHESTER      NY
10980-9950ROCHESTER      NY
10980-9951NEWARK         NJ
10980-9952NEPTUNE        NJ
11000-4613NEW BRUNSWICK  NJ
10980-9953ALBUQUERQUE    NM
10980-9954PITTSBURGH     PA
10980-9955DANVILLE       PA
10970-3496ABINGTON       PA
10980-9956PHILADELPHIA   PA
10980-9957PHILADELPHIA   PA
10970-3497PHILADELPHIA   PA
11000-4614SAN JUAN       PR
10980-9958CHARLESTON     SC
10980-9959SPRINGFIELD    IL
10980-9960GREENVILLE     SC
10980-9961FARMINGTON     CT
10970-3498BURLINGTON     VT
10970-3499BLUE SPRINGS   MO
10970-3500KIOWA          KS
10980-9962DALLAS         TX
10980-9963DALLAS         TX
10980-9964TEMPLE         TX
10970-3501HOUSTON        TX
10980-9965HOUSTON        TX
10980-9966GALVESTON      TX
11000-0267FORT SAN HOUSTOTX
10970-3502EL PASO        TX
10980-9967HESSTON        KS
10980-9968ROCKVILLE      MD
10980-9969NASHVILLE      TN
10970-3503JOHNSON CITY   TN
10970-3504MEMPHIS        TN
10970-3505FALLS CHURCH   VA
10980-9970CHARLOTTESVILLEVA
10980-9971RICHMOND       VA
10980-9972NORFOLK        VA
10970-3506NEWPORT NEWS   VA
10980-9973SEATTLE        WA
10970-3507TACOMA         WA
11000-1480CHARLESTON     WV
10970-3508CLARKSBURG     WV
10970-3509ROANOKE        VA
11000-4615MILWAUKEE      WI
10980-9974MILWAUKEE      WI
10980-9975MADISON        WI
11000-4616SAN JOSE       CA
10980-9976SAN JOSE       CA
10970-3510DALLAS         TX
10970-3511SAN DIEGO      CA
10980-9977KENNER         LA
10960-8739COLUMBUS       OH
10980-9978PHILADELPHIA   PA
11000-4617JOHNSON CITY   TN
10980-9979PHIPIPPI       WV
11000-1481WASHINGTON     DC
10980-9980NEW YORK       NY
10980-9981IOWA CITY      IA
10970-3512BETHESDA       MD
10980-9982PROVIDENCE     RI
10980-9983MIDDLEFIELD    CT
10980-9984RESTON         VA
10980-9985TAPPAN         NY
10980-9986DAYTON         OH
10970-3513BETHLEHEM      PA
10960-8740DENVER         CO
10960-8741LONDON         ON
10980-0104SAN FRANCISCO  CA
10980-9987CAMDEN         NJ
10980-9988VALHALLA       NY
10970-3514TUCSON         AZ
10980-0105BETHESDA       MD
10980-9989WASHINGTON     DC
10980-9990PHILADELPHIA   PA
10980-9991WASHINGTON     DC
10980-9992ROCKVILLE      MD
10980-9993WASHINGTON     DC
10980-9994ROCKVILLE      MD
10980-9995HOUSTON        TX
10980-9996ROCKVILLE      MD
10980-9997BETHESDA       MD
10980-9998HOUSTON        TX
10970-3515WASHINGTON     DC
10980-9999WASHINGTON     DC
10990-0000BETHESDA       MD
10990-0001SEVERNA PARK   MD
10980-0106LINCOLN        MA
10980-0107PHILADELPHIA   PA
10990-0002ANTIOQUIA      FR
11000-0268NEW HAVEN      CT
10990-0003WASHINGTON     DC
10990-0004ROCKVILLE      MD
10980-0108BETHESDA       MD
10990-0005NEW HAVEN      CT
10980-0109KANSAS CITY    KS
10980-0110WINSTON SALEM  NC
10990-0006AKRON          OH
10990-0007MINNEAPOLIS    MN
10990-0008SANITAGO DE CALFR
10980-0111BAY CITY       MI
10990-0009AKRON          OH
10990-0010MINNEAPOLIS    MN
10990-0011KANSAS CITY    KS
10990-0012CLEVELAND      OH
10990-0013KANSAS CITY    KS
10990-0014CHARLESTON     SC
10990-0015HERSHEY        PA
10980-0112SHREVEPORT     LA
10990-0016ROCKVILLE      MD
10990-0017COLUMBIA       MO
11000-4618NEW YORK       NY
10960-8742PORTLAND       OR
10990-0018NEW YORK       NY
10990-0019NEW YORK       NY
10990-0020SPRING VALLEY  OH
10990-0021DAYTON         OH
